customer_id,service_date,vehicle_type,service_type,service_cost,service_duration,customer_rating,payment_method,location,record_source
C0891,2023-08-31,SUV,full service,unknown,N/A,4.0,Credit Card,Suburban,In-Person
C0513,2023-02-03,,Premium Wash,36.63,37.0,,Debit Card,mall,in-person
C0574,2022-04-23,Sedan,Premium Wash,unknown,N/A,5.0,MOBILE PAY,mall,In-Person
C0742,2021-12-14,Van,full service,132.51,111.0,5.0,Debit Card,Downtown,in-person
C0121,2024-06-08,luxury,Premium Wash,46.76,34.0,4.0,mobile pay,Airport,In-Person
C0075,2023-03-20,Luxury,Basic Wash,15.98,18.0,5.0,debit card,MALL,MOBILE
C0409,2022-03-12,truck,PREMIUM WASH,39.08,35.0,4.0,Cash,Airport,in-person
C0057,08/28/2021,,full service,110.1,109.0,,debit card,Downtown,WEB
C0664,2021-09-07,,Basic Wash,23.58,17.0,,membership,Highway,in-person
C0643,2022-02-19,  truck  ,  FULL SERVICE  ,144.79,102.0,3.0,MOBILE PAY,mall,in-person
C0611,2024-02-21,SUV,full service,124.6,102.0,5.0,Membership,MALL,In-Person
C0960,2021-09-15,nan!,#Interior Detailing,118.81,62.0,,Credit Card,Suburban,MOBILE
C0938,11-08-2022,SUV,Interior Detailing,88.2,81.0,2.0,Cash,Airport,MOBILE
C0686,21-11-2021,Van,PREMIUM WASH,40.64,39.0,3.0,Credit Card,Suburban,In-Person
C0997,2024-06-02,Sedan,PREMIUM WASH,38.07,45.0,4.0,MOBILE PAY,AIRPORT,MOBILE
C0077,2021-08-02,  Van  ,  full service  ,109.12,119.0,5.0,mobile pay,Suburban,in-person
C0704,2021-06-27,luxury,Premium Wash,36.72,40.0,4.0,Membership,AIRPORT,Web
C0720,2024-12-15,SUV,FULL SERVICE,135.01,97.0,5.0,Credit Card,Downtown,Web
C0148,2024-12-13,Truck,Basic Wash,18.28,25.0,5.0,debit card,AIRPORT,In-Person
C0154,2024-12-06,SUV,PREMIUM WASH,37.08,31.0,4.0,membership,highway,WEB
C0296,2022-02-03,Sedan,PREMIUM WASH,46.98,37.0,4.0,Membership,highway,In-Person
C0306,2023-11-23,SUV,Basic Wash,19.52,15.0,4.0,debit card,mall,WEB
C0400,2021-09-29,Sedan,PREMIUM WASH,41.78,32.0,4.0,MOBILE PAY,AIRPORT,in-person
C0154,2024-06-12,  suv  ,  basic wash  ,16.29,15.0,5.0,membership,Downtown,MOBILE
C0812,2021-07-21,Hatchback,basic wash,18.9,22.0,4.0,CASH,mall,WEB
C0765,2025-01-17,suv,basic wash,18.93,20.0,5.0,Credit Card,Highway,MOBILE
C0758,,,,,,,,,
C0968,2021-05-06,HATCHBACK,PREMIUM WASH,38.32,41.0,2.0,mobile pay,MALL,in-person
C0027,2024-09-29,HATCHBACK,PREMIUM WASH,227.44524025442666,39.0,5.0,credit card,highway,Web
C0916,2022-06-12,SUV,deluxe wash,66.98,55.0,4.0,Cash,MALL,MOBILE
C0091,2022-01-10,Hatchback,PREMIUM WASH,38.25,36.0,5.0,mobile pay,MALL,in-person
C0325,2021-10-03,suv,FULL SERVICE,132.17,115.0,2.0,Credit Card,AIRPORT,WEB
C0125,2021-12-09,Sedan,FULL SERVICE,-141.75,101.0,2.0,mobile pay,Suburban,MOBILE
C0571,2024-05-26,Hatchback,PREMIUM WASH,43.75,44.0,3.0,Credit Card,AIRPORT,WEB
C0759,2023-07-27,Hatchback,basic wash,19.22,24.0,3.0,Debit Card,MALL,in-person
C0027,2025-01-05,SEDAN,PREMIUM WASH,40.59,37.0,2.0,membership,MALL,In-Person
C0006,2021-07-04,,FULL SERVICE,110.2,95.0,,membership,MALL,In-Person
C0538,09/14/2021,LUXURY,FULL SERVICE,134.52,118.0,4.0,Debit Card,Airport,In-Person
C0757,2024-01-26,SUV!,#Basic Wash,23.05,16.0,4.0,CASH,mall,MOBILE
C0661,12/23/2021,HATCHBACK!,#basic wash,23.85,22.0,3.0,MOBILE PAY,Suburban,in-person
C0724,14-11-2021,suv,Basic Wash,19.8,20.0,4.0,Credit Card,Airport,Web
C0634,05/23/2021,HATCHBACK,full service,127.69,107.0,5.0,CASH,AIRPORT,MOBILE
C0807,2023-03-21,Sedan,PREMIUM WASH,37.59,36.0,4.0,CASH,Airport,WEB
C0311,2021-10-25,,Premium Wash,48.45,37.0,,Membership,Highway,In-Person
C0126,2022-07-08,Luxury,basic wash,23.08,24.0,3.0,Membership,AIRPORT,Web
C0458,2023-03-28,Sedan,full service,108.72,97.0,4.0,mobile pay,AIRPORT,MOBILE
C0917,2022-10-11,luxury,Basic Wash,20.19,25.0,5.0,debit card,Airport,Web
C0178,2022-05-19,luxury,full service,140.54,106.0,4.0,debit card,Highway,In-Person
C0366,2024-09-23,Sedan,Basic Wash,24.23,15.0,3.0,Debit Card,Highway,Web
C0876,2023-10-19,SUV,basic wash,23.72,24.0,5.0,Cash,mall,MOBILE
C0748,2023-12-15,truck,Basic Wash,17.77,15.0,4.0,Cash,Airport,Web
C0608,30-04-2022,hatchback,PREMIUM WASH,37.28,44.0,4.0,Credit Card,Downtown,Web
C0392,01-09-2024,SUV,basic wash,15.32,23.0,5.0,credit card,Highway,in-person
C0214,2021-10-13,truck,basic wash,16.04,16.0,2.0,mobile pay,Airport,MOBILE
C0881,2021-10-30,suv,full service,114.34,108.0,3.0,debit card,Airport,Web
C0754,2021-09-30,suv,Interior Detailing,103.34,67.0,5.0,Debit Card,Highway,In-Person
C0553,20-01-2024,Truck,PREMIUM WASH,38.89,34.0,1.0,Cash,Airport,in-person
C0507,2022-03-22,Sedan,Basic Wash,22.22,24.0,1.0,Credit Card,highway,Web
C0268,2022-11-21,Truck,basic wash,23.66,15.0,4.0,Mobile Pay,AIRPORT,in-person
C0915,2022-05-13,Van,FULL SERVICE,149.9,95.0,5.0,CASH,mall,In-Person
C0003,2022-03-10,SUV,Basic Wash,20.14,21.0,4.0,Mobile Pay,highway,Web
C0434,2021-07-08,SUV,Basic Wash,21.7,15.0,5.0,debit card,Downtown,MOBILE
C0419,31-01-2022,Truck,full service,148.44,106.0,5.0,credit card,Airport,Web
C0446,08/21/2021,,Interior Detailing,97.87,75.0,,Cash,Highway,MOBILE
C0823,2023-02-15,Luxury!,#PREMIUM WASH,47.57,34.0,2.0,mobile pay,Highway,in-person
C0059,05-04-2024,,Basic Wash,16.0,15.0,,CASH,MALL,in-person
C0259,2021-11-09,luxury,Premium Wash,43.28,38.0,4.0,membership,MALL,MOBILE
C0626,2021-12-14,,deluxe wash,67.93,57.0,,Membership,AIRPORT,Web
C0605,2022-11-03,Van,FULL SERVICE,114.63,93.0,2.0,Cash,AIRPORT,In-Person
C0851,2021-08-28,Truck,FULL SERVICE,148.35,108.0,4.0,Membership,AIRPORT,Web
C0933,2021-08-22,suv,PREMIUM WASH,42.73,35.0,2.0,Credit Card,Downtown,In-Person
C0954,06/21/2022,Van,Interior Detailing,103.82,74.0,,Credit Card,MALL,Web
C0551,2021-10-27,SUV,basic wash,24.28,17.0,3.0,debit card,Highway,in-person
C0383,2021-10-03,Sedan,PREMIUM WASH,38.89,45.0,4.0,Credit Card,Highway,Web
C0413,2022-07-18,luxury,PREMIUM WASH,45.12,43.0,4.0,MOBILE PAY,Airport,in-person
C0052,12/18/2021,SUV,Premium Wash,46.86,41.0,4.0,mobile pay,Highway,WEB
C0342,2023-12-27,  Luxury  ,  Basic Wash  ,23.59,17.0,3.0,Membership,Airport,In-Person
C0386,2023-07-10,Sedan,FULL SERVICE,125.59,94.0,4.0,Credit Card,mall,In-Person
C0249,2024-04-12,LUXURY,PREMIUM WASH,43.61,42.0,4.0,Membership,Downtown,MOBILE
C0405,2021-12-02,Van,Premium Wash,41.37,39.0,2.0,CASH,Highway,WEB
C0168,2023-02-23,Truck,Basic Wash,22.2,18.0,1.0,mobile pay,MALL,Web
C0369,2023-07-25,suv,full service,130.81,117.0,3.0,Cash,Airport,Web
C0759,2023-12-02,luxury,basic wash,20.38,23.0,4.0,Cash,Airport,WEB
C0279,2022-05-19,SUV,Interior Detailing,113.59,80.0,4.0,Mobile Pay,Highway,WEB
C0634,06/30/2021,Van,FULL SERVICE,144.63,98.0,5.0,Cash,MALL,WEB
C0060,2024-09-05,HATCHBACK,Premium Wash,35.67,43.0,4.0,Membership,Airport,In-Person
C1000,2022-09-15,Van,Basic Wash,18.72,15.0,1.0,Membership,highway,In-Person
C0595,2025-03-22,HATCHBACK,PREMIUM WASH,45.24,43.0,4.0,debit card,Airport,Web
C0954,2022-07-17,Luxury,full service,144.62,99.0,5.0,credit card,Downtown,MOBILE
C0379,2021-05-28,suv,PREMIUM WASH,40.05,40.0,4.0,Cash,Downtown,in-person
C0192,07/27/2021,Luxury,basic wash,23.81,21.0,2.0,CASH,Airport,In-Person
C0103,2024-12-01,truck,Interior Detailing,100.68,84.0,5.0,CASH,AIRPORT,in-person
C0507,2022-09-19,SUV,Basic Wash,20.96,15.0,5.0,Credit Card,Airport,MOBILE
C0436,2023-06-05,SUV,Interior Detailing,89.15,67.0,4.0,Mobile Pay,Downtown,In-Person
C0651,31-05-2021,TRUCK,PREMIUM WASH,45.42,38.0,4.0,Debit Card,Downtown,In-Person
C0377,2024-01-18,suv,Basic Wash,23.46,18.0,3.0,MOBILE PAY,highway,WEB
C0749,2022-06-23,HATCHBACK,deluxe wash,59.86,50.0,4.0,mobile pay,Airport,Web
C0363,2022-05-05,Van,Basic Wash,24.62,25.0,3.0,credit card,Suburban,WEB
C0274,2022-04-27,Truck,deluxe wash,55.24,48.0,4.0,Mobile Pay,AIRPORT,In-Person
C0069,2023-12-09,truck,deluxe wash,68.4,46.0,5.0,mobile pay,Suburban,in-person
C0223,2021-07-23,Sedan,Interior Detailing,106.04,70.0,3.0,Credit Card,AIRPORT,WEB
C0896,,,,,,,,,
C0108,2021-09-09,HATCHBACK,deluxe wash,71.2,57.0,4.0,Credit Card,Highway,MOBILE
C0167,2022-01-25,SUV,full service,105.64,90.0,4.0,Membership,Highway,WEB
C0947,2022-04-22,Truck,Interior Detailing,84.85,67.0,0.0,mobile pay,Airport,in-person
C0932,2022-03-06,HATCHBACK,full service,140.89,92.0,3.0,credit card,highway,MOBILE
C0088,2021-04-14,Luxury,full service,139.15,94.0,3.0,Membership,Suburban,Web
C0204,2022-02-04,,deluxe wash,-70.03,53.0,,debit card,Airport,Web
C0925,06/28/2021,HATCHBACK,Interior Detailing,630.2052806552969,69.0,5.0,credit card,highway,In-Person
C0629,2023-07-05,Sedan,full service,100.75,103.0,4.0,mobile pay,mall,WEB
C0415,2022-12-19,Sedan,Interior Detailing,101.6,80.0,4.0,membership,AIRPORT,Web
C0380,2024-05-28,Luxury!,#Interior Detailing,102.77,79.0,3.0,CASH,mall,In-Person
C0987,2022-01-19,suv,Basic Wash,18.03,24.0,4.0,CASH,AIRPORT,WEB
C0981,2023-08-26,SUV,Interior Detailing,85.52,85.0,2.0,membership,mall,WEB
C0413,2024-06-11,SUV,FULL SERVICE,116.71,115.0,4.0,Debit Card,Suburban,MOBILE
C0567,2022-02-19,Sedan,Premium Wash,46.69,34.0,2.0,MOBILE PAY,Downtown,Web
C0051,2021-06-21,Hatchback,full service,147.53,94.0,3.0,Credit Card,mall,WEB
C0739,07/28/2023,SUV,full service,132.6,95.0,4.0,credit card,MALL,in-person
C0556,2024-02-04,suv!,#full service,128.12,92.0,2.0,Cash,mall,Web
C0673,2022-01-11,Sedan,FULL SERVICE,111.37,91.0,5.0,Cash,Downtown,in-person
C0697,2021-09-12,SUV,full service,128.7,112.0,3.0,Credit Card,AIRPORT,WEB
C0886,2023-12-07,  truck  ,  Interior Detailing  ,98.89,62.0,5.0,mobile pay,mall,MOBILE
C0831,2022-04-15,Sedan,Basic Wash,15.45,24.0,4.0,CASH,AIRPORT,MOBILE
C0803,01/08/2024,luxury,Premium Wash,47.36,43.0,4.0,Debit Card,Airport,MOBILE
C0225,2023-05-30,luxury,Premium Wash,37.65,39.0,4.0,Cash,Suburban,in-person
C0950,2021-11-29,Luxury,Basic Wash,18.52,18.0,4.0,Cash,Downtown,In-Person
C0333,27-03-2022,Sedan,deluxe wash,67.0,47.0,5.0,mobile pay,Airport,Web
C0825,2023-06-18,suv,basic wash,15.24,18.0,3.0,Debit Card,MALL,Web
C0683,2021-09-04,SEDAN,Interior Detailing,110.38,70.0,2.0,Credit Card,Suburban,WEB
C0649,2023-11-27,TRUCK,Basic Wash,16.0,17.0,4.0,debit card,Suburban,MOBILE
C0850,2022-01-11,Van,deluxe wash,61.08,48.0,1.0,Cash,Highway,WEB
C0996,2022-05-12,truck!,#PREMIUM WASH,48.65,40.0,5.0,Credit Card,Suburban,MOBILE
C0703,01/18/2022,hatchback,FULL SERVICE,148.19,110.0,1.0,mobile pay,Downtown,in-person
C0046,05/10/2023,suv,deluxe wash,74.13,54.0,3.0,debit card,Highway,in-person
C0869,16-11-2023,Truck,FULL SERVICE,757.5366358387926,100.0,3.0,Credit Card,highway,MOBILE
C0643,2022-04-06,Truck,PREMIUM WASH,39.62,31.0,4.0,Mobile Pay,Downtown,Web
C0983,2022-05-11,TRUCK,FULL SERVICE,105.83,115.0,2.0,Debit Card,Suburban,in-person
C0898,2024-07-12,  Van  ,  Basic Wash  ,15.88,21.0,3.0,credit card,Highway,MOBILE
C0906,2022-05-09,luxury,FULL SERVICE,112.79,112.0,10.0,CASH,MALL,MOBILE
C0770,2022-02-16,SUV,Interior Detailing,109.02,89.0,4.0,Membership,AIRPORT,In-Person
C0445,2021-11-18,Truck,FULL SERVICE,116.62,118.0,3.0,MOBILE PAY,mall,Web
C0530,2021-11-03,Truck,Interior Detailing,110.62,62.0,4.0,Credit Card,AIRPORT,WEB
C0985,2022-04-20,suv,PREMIUM WASH,178.86039874055618,39.0,4.0,credit card,mall,MOBILE
C0091,2022-03-27,nan!,#Premium Wash,45.97,33.0,,CASH,Airport,In-Person
C0728,2025-01-08,suv,basic wash,15.51,18.0,5.0,MOBILE PAY,AIRPORT,MOBILE
C0106,2021-11-22,  suv  ,  Interior Detailing  ,96.72,72.0,3.0,Cash,Suburban,WEB
C0849,2021-08-16,  VAN  ,  Premium Wash  ,36.98,35.0,5.0,membership,MALL,in-person
C0042,2022-11-22,luxury,PREMIUM WASH,232.80162394255078,38.0,2.0,Credit Card,mall,MOBILE
C0430,2021-05-06,HATCHBACK,Interior Detailing,94.74,89.0,4.0,Cash,Airport,in-person
C0087,2023-03-04,HATCHBACK,PREMIUM WASH,46.68,31.0,4.0,credit card,highway,MOBILE
C0582,2021-10-27,Van,full service,122.68,94.0,4.0,CASH,highway,In-Person
C0421,2021-10-29,truck,Interior Detailing,84.06,88.0,5.0,MOBILE PAY,MALL,in-person
C0246,2022-06-23,truck,FULL SERVICE,127.99,113.0,5.0,MOBILE PAY,mall,Web
C0242,2021-12-09,TRUCK,basic wash,18.66,15.0,4.0,debit card,AIRPORT,in-person
C0578,2021-11-19,Luxury,Interior Detailing,108.48,83.0,5.0,membership,Suburban,In-Person
C0448,11/01/2021,HATCHBACK,deluxe wash,69.56,47.0,4.0,Credit Card,MALL,Web
C0931,30-11-2021,luxury,deluxe wash,70.21,56.0,4.0,MOBILE PAY,mall,Web
C0283,2021-06-17,truck,Basic Wash,16.23,25.0,5.0,Membership,Highway,MOBILE
C0837,15-01-2022,truck,PREMIUM WASH,47.14,44.0,3.0,membership,Downtown,Web
C0544,,,,,,,,,
C0928,2022-08-21,luxury,Basic Wash,21.43,25.0,1.0,debit card,mall,in-person
C0136,2021-11-19,Truck,FULL SERVICE,100.17,116.0,1.0,debit card,mall,WEB
C0950,10/29/2023,,basic wash,15.36,25.0,,Credit Card,mall,in-person
C0969,2022-01-13,truck,PREMIUM WASH,43.6,36.0,5.0,membership,MALL,MOBILE
C0204,2022-02-26,suv,Interior Detailing,95.63,80.0,3.0,MOBILE PAY,Highway,In-Person
C0361,2023-03-13,suv,PREMIUM WASH,45.4,36.0,5.0,Credit Card,Downtown,in-person
C0849,03/31/2023,suv,Premium Wash,41.4,45.0,4.0,mobile pay,AIRPORT,WEB
C0983,2022-07-21,hatchback,Premium Wash,36.87,37.0,5.0,mobile pay,mall,in-person
C0863,2021-10-12,HATCHBACK,deluxe wash,61.49,51.0,5.0,Credit Card,mall,WEB
C0109,22-08-2023,  nan  ,  Premium Wash  ,37.31,34.0,,membership,mall,in-person
C0188,2023-11-23,,PREMIUM WASH,44.84,45.0,,credit card,MALL,Web
C0279,20-09-2022,SUV,Interior Detailing,80.25,77.0,5.0,membership,Suburban,Web
C0395,07/28/2021,truck,Interior Detailing,89.17,71.0,4.0,Debit Card,AIRPORT,WEB
C0179,2022-05-18,,Premium Wash,41.42,40.0,,debit card,Airport,WEB
C0094,18-01-2022,Truck,FULL SERVICE,122.54,91.0,6.0,Cash,highway,Web
C0888,2021-08-09,nan!,#Interior Detailing,106.47,66.0,,Membership,Highway,in-person
C0636,2022-03-25,Luxury,Basic Wash,20.66,17.0,4.0,credit card,MALL,MOBILE
C0668,2025-01-16,Hatchback,PREMIUM WASH,49.46,43.0,4.0,credit card,highway,WEB
C0789,03-07-2021,luxury,deluxe wash,70.71,48.0,,Credit Card,Downtown,In-Person
C0794,2021-08-02,truck!,#Interior Detailing,98.24,82.0,1.0,mobile pay,AIRPORT,In-Person
C0781,2021-08-20,Luxury,basic wash,24.23,18.0,4.0,Cash,highway,Web
C0251,2021-03-31,,Basic Wash,16.99,19.0,,Membership,Airport,in-person
C0113,2024-01-04,HATCHBACK,PREMIUM WASH,38.09,30.0,3.0,Credit Card,mall,MOBILE
C0241,2023-10-06,Van,Interior Detailing,116.9,69.0,5.0,Debit Card,Highway,In-Person
C0811,2022-09-06,Van,Basic Wash,22.53,19.0,3.0,credit card,highway,In-Person
C0778,2024-01-22,,PREMIUM WASH,37.19,43.0,,Credit Card,AIRPORT,MOBILE
C0686,2024-12-05,truck,PREMIUM WASH,49.51,44.0,2.0,CASH,AIRPORT,in-person
C0921,2023-12-14,HATCHBACK!,#PREMIUM WASH,42.09,34.0,7.0,Debit Card,Airport,in-person
C0152,03-04-2023,SEDAN,Basic Wash,18.56,22.0,3.0,debit card,Airport,in-person
C0569,2022-06-11,SUV,Premium Wash,40.41,40.0,4.0,CASH,Highway,WEB
C0907,2021-07-07,HATCHBACK,Premium Wash,45.06,36.0,3.0,Debit Card,Airport,Web
C0238,07-01-2022,,FULL SERVICE,125.22,102.0,,mobile pay,Downtown,In-Person
C0919,2021-09-16,Van,FULL SERVICE,107.65,111.0,5.0,Debit Card,MALL,MOBILE
C0310,2022-01-25,Truck,basic wash,22.91,17.0,5.0,Debit Card,Airport,MOBILE
C0345,2022-11-23,suv,Basic Wash,-16.53,15.0,2.0,CASH,Highway,Web
C0225,2023-07-12,SUV,basic wash,16.23,20.0,10.0,Credit Card,AIRPORT,In-Person
C0323,05/24/2021,truck,Basic Wash,17.11,18.0,4.0,Debit Card,AIRPORT,In-Person
C0974,2022-04-06,truck,FULL SERVICE,147.33,115.0,5.0,CASH,AIRPORT,MOBILE
C0136,2022-01-09,Luxury,Basic Wash,22.22,23.0,4.0,CASH,AIRPORT,in-person
C0267,2023-10-18,truck,PREMIUM WASH,43.12,34.0,5.0,Credit Card,Suburban,Web
C0325,2021-12-16,HATCHBACK,Interior Detailing,101.35,83.0,4.0,MOBILE PAY,Highway,in-person
C0964,2021-02-26,suv,PREMIUM WASH,42.96,41.0,5.0,Membership,Downtown,Web
C0051,,,,,,,,,
C0177,2022-03-23,HATCHBACK,full service,112.49,90.0,4.0,Credit Card,MALL,in-person
C0702,2024-02-23,Truck,Premium Wash,35.02,39.0,3.0,Cash,highway,WEB
C0614,2023-12-26,luxury,Basic Wash,23.6,23.0,4.0,debit card,Highway,in-person
C0639,2023-01-08,Truck,Interior Detailing,115.11,68.0,3.0,MOBILE PAY,Suburban,MOBILE
C0581,2021-06-03,HATCHBACK,FULL SERVICE,104.19,110.0,4.0,Credit Card,mall,Web
C0947,2024-04-20,,Interior Detailing,86.07,82.0,,Membership,Airport,MOBILE
C0738,2024-04-16,Van!,#deluxe wash,68.28,57.0,2.0,Membership,Downtown,WEB
C0200,05/09/2022,  luxury  ,  Basic Wash  ,15.4,18.0,4.0,membership,MALL,MOBILE
C0382,2024-11-13,Hatchback,Basic Wash,23.7,21.0,99.0,CASH,Suburban,WEB
C0317,2022-10-01,,basic wash,15.43,23.0,,MOBILE PAY,AIRPORT,in-person
C0322,2021-05-30,HATCHBACK,FULL SERVICE,143.51,93.0,4.0,credit card,highway,Web
C0733,2022-10-24,Truck,basic wash,18.06,24.0,3.0,CASH,highway,WEB
C0582,2022-08-18,Van,full service,141.27,109.0,3.0,CASH,mall,MOBILE
C0563,01/02/2022,HATCHBACK,FULL SERVICE,329.2843508298515,113.0,3.0,mobile pay,Airport,In-Person
C0335,07/08/2023,luxury,Basic Wash,112.48240110931641,21.0,5.0,membership,Downtown,in-person
C0469,2023-05-15,luxury,PREMIUM WASH,38.1,42.0,4.0,credit card,Highway,in-person
C0086,04/18/2022,luxury,deluxe wash,70.0,59.0,2.0,Debit Card,MALL,MOBILE
C0811,2022-11-12,Van,Basic Wash,21.73,18.0,3.0,Membership,MALL,In-Person
C0783,2022-02-10,Luxury,PREMIUM WASH,36.42,41.0,5.0,membership,MALL,In-Person
C0077,2021-09-07,SUV,FULL SERVICE,unknown,N/A,4.0,credit card,highway,in-person
C0692,2021-09-07,HATCHBACK,PREMIUM WASH,45.44,35.0,4.0,CASH,mall,MOBILE
C0520,2022-12-29,Hatchback,Interior Detailing,90.91,84.0,4.0,Credit Card,Downtown,in-person
C0633,2022-07-26,SUV,deluxe wash,66.48,45.0,4.0,Debit Card,AIRPORT,In-Person
C0872,2021-08-31,luxury,Premium Wash,44.12,43.0,4.0,MOBILE PAY,Suburban,WEB
C0547,2022-01-08,Van,basic wash,17.65,17.0,4.0,Mobile Pay,Downtown,MOBILE
C0909,2022-12-02,luxury,Basic Wash,20.53,23.0,3.0,Debit Card,Suburban,MOBILE
C0899,2022-05-21,,Basic Wash,21.66,25.0,,mobile pay,Highway,in-person
C0876,2022-08-06,HATCHBACK,basic wash,17.37,20.0,5.0,credit card,Downtown,in-person
C0413,2024-07-26,TRUCK,Interior Detailing,94.3,84.0,4.0,mobile pay,highway,WEB
C0780,2021-05-10,,Basic Wash,20.31,15.0,,Cash,MALL,MOBILE
C0910,2022-03-21,truck,FULL SERVICE,148.45,91.0,4.0,debit card,Airport,in-person
C0384,12/17/2021,SUV,full service,130.56,100.0,5.0,Credit Card,mall,MOBILE
C0651,2021-06-25,Sedan,PREMIUM WASH,39.61,39.0,4.0,Membership,Highway,In-Person
C0869,04/20/2023,HATCHBACK,FULL SERVICE,148.47,96.0,2.0,Membership,Downtown,MOBILE
C0970,2024-01-02,Luxury,basic wash,22.79,22.0,3.0,mobile pay,Highway,WEB
C0692,2021-12-25,Van,basic wash,16.7,20.0,2.0,mobile pay,Suburban,WEB
C0069,2024-02-05,Sedan,Premium Wash,43.99,38.0,,MOBILE PAY,Highway,MOBILE
C0145,2022-02-10,TRUCK,FULL SERVICE,123.06,115.0,5.0,Debit Card,highway,WEB
C0342,2024-04-22,Truck,Basic Wash,20.3,16.0,4.0,membership,mall,Web
C0519,06/27/2021,Hatchback,Basic Wash,-19.8,23.0,4.0,CASH,Suburban,In-Person
C0852,2021-06-06,LUXURY,full service,143.17,96.0,3.0,MOBILE PAY,MALL,in-person
C0956,2021-08-15,SUV,PREMIUM WASH,38.37,38.0,5.0,Mobile Pay,highway,In-Person
C0602,2021-07-14,,Premium Wash,35.55,40.0,,MOBILE PAY,Highway,WEB
C0853,2023-11-29,SUV,PREMIUM WASH,41.14,35.0,4.0,mobile pay,highway,WEB
C0597,2021-12-24,Hatchback,basic wash,23.9,20.0,5.0,mobile pay,MALL,Web
C0074,2022-01-02,luxury!,#deluxe wash,72.94,49.0,3.0,membership,AIRPORT,in-person
C0337,2024-12-19,,basic wash,24.65,19.0,,credit card,Airport,MOBILE
C0401,2022-08-03,Truck,PREMIUM WASH,38.15,33.0,5.0,Membership,AIRPORT,Web
C0939,2025-05-04,Van,basic wash,23.66,17.0,5.0,Membership,Downtown,MOBILE
C0436,02-03-2023,HATCHBACK,Interior Detailing,92.52,84.0,4.0,Cash,Suburban,Web
C0125,22-01-2022,Sedan,Basic Wash,23.58,22.0,3.0,debit card,Suburban,Web
C0707,02/11/2022,SUV,deluxe wash,69.34,49.0,3.0,credit card,Airport,WEB
C0389,2022-10-14,Truck,Basic Wash,20.1,18.0,4.0,Cash,Downtown,WEB
C0895,2024-05-31,truck,deluxe wash,59.93,57.0,3.0,Credit Card,Suburban,Web
C0298,2021-10-20,luxury,PREMIUM WASH,42.07,35.0,4.0,membership,Airport,In-Person
C0303,2023-04-11,truck,Basic Wash,23.17,16.0,4.0,debit card,Highway,In-Person
C0272,25-01-2022,Truck,basic wash,20.47,15.0,3.0,credit card,Airport,Web
C0266,2021-09-22,Van,Basic Wash,18.17,21.0,4.0,MOBILE PAY,Airport,WEB
C0709,2022-12-22,luxury,Premium Wash,39.17,38.0,5.0,debit card,MALL,MOBILE
C0786,2021-12-29,luxury,PREMIUM WASH,37.95,33.0,5.0,Debit Card,Downtown,MOBILE
C0779,2021-08-15,Truck,deluxe wash,63.86,52.0,4.0,Debit Card,AIRPORT,In-Person
C0735,2021-06-08,Hatchback,Basic Wash,23.26,17.0,,mobile pay,mall,In-Person
C0171,06/21/2023,suv,Premium Wash,38.49,41.0,4.0,Debit Card,highway,in-person
C0859,24-07-2022,suv,Interior Detailing,119.91,62.0,2.0,Membership,highway,MOBILE
C0284,2021-11-03,luxury,deluxe wash,69.89,58.0,3.0,CASH,AIRPORT,MOBILE
C0015,2022-03-14,suv,Premium Wash,36.62,36.0,3.0,CASH,Airport,in-person
C0560,2021-04-13,,basic wash,24.34,24.0,,debit card,Highway,in-person
C0072,2021-12-28,luxury,Interior Detailing,80.4,60.0,2.0,Credit Card,Suburban,WEB
C0027,2023-03-19,Truck,Basic Wash,15.35,16.0,3.0,Membership,Downtown,in-person
C0671,2021-10-10,Sedan,full service,112.69,98.0,4.0,MOBILE PAY,MALL,WEB
C0988,2021-11-09,truck,PREMIUM WASH,41.11,37.0,5.0,Credit Card,mall,Web
C0016,2025-06-06,Van,full service,unknown,N/A,4.0,Debit Card,AIRPORT,in-person
C0385,2021-11-30,Hatchback,FULL SERVICE,111.23,110.0,4.0,mobile pay,Downtown,MOBILE
C0354,2024-01-06,hatchback,full service,105.29,120.0,5.0,CASH,mall,WEB
C0776,2024-04-27,luxury,Basic Wash,23.79,17.0,3.0,Cash,Downtown,In-Person
C0266,2021-12-16,luxury,Basic Wash,24.77,19.0,4.0,CASH,Airport,Web
C0755,2024-12-19,HATCHBACK,Premium Wash,45.96,40.0,5.0,Debit Card,Airport,Web
C0121,2024-07-25,truck,Premium Wash,37.22,35.0,3.0,membership,mall,In-Person
C0002,23-03-2023,SEDAN,PREMIUM WASH,38.73,42.0,4.0,Membership,Downtown,WEB
C0125,2022-03-12,Van,basic wash,23.5,25.0,3.0,membership,AIRPORT,in-person
C0596,2021-03-02,  Luxury  ,  Basic Wash  ,21.18,20.0,3.0,CASH,Airport,In-Person
C0042,19-01-2023,Truck,deluxe wash,57.37,59.0,2.0,CASH,Suburban,In-Person
C0338,2021-12-01,truck,deluxe wash,55.36,45.0,2.0,credit card,highway,Web
C0385,2023-05-28,truck,Interior Detailing,97.28,61.0,4.0,membership,Downtown,WEB
C0706,2022-02-11,Van,full service,1113.2330483594583,91.0,4.0,CASH,AIRPORT,In-Person
C0479,2022-06-25,HATCHBACK,Premium Wash,49.27,30.0,1.0,Membership,MALL,WEB
C0565,2022-08-08,HATCHBACK,deluxe wash,67.57,56.0,4.0,Mobile Pay,MALL,Web
