customer_id,service_date,vehicle_type,service_type,service_cost,service_duration,customer_rating,location,payment_method,visit_frequency,total_spent,avg_spent_per_visit,avg_rating,days_since_last_visit,service_year,service_month,day_of_week,is_weekend,vehicle_type_encoded,service_type_encoded,day_of_week_encoded,location_encoded,payment_method_encoded,cost_category,loyalty_tier,recency_category
C0194,2021-11-25,Suv,Basic Wash,0.36214612352958875,0.009523809523809518,2.0,Mall,Mobile Pay,0.4615384615384616,0.2589774752876357,0.26619174829326214,3.29,0.27358024691358024,2021,11,Thursday,False,8,7,4,3,4,Standard,Regular,Active
C0075,2021-05-25,Hatchback,Full Service,0.725785222178766,0.7238095238095238,5.0,Highway,Cash,0.4615384615384616,0.31190244692918484,0.3215791035915702,4.14,0.4355555555555556,2021,5,Tuesday,False,0,9,5,2,0,Premium,Regular,Warming
C0621,2023-04-06,Luxury,Premium Wash,0.4413602996480039,0.1904761904761905,3.0,Mall,Mobile Pay,0.3076923076923077,0.1038405444822557,0.14805580290887504,3.6,0.6177777777777778,2023,4,Thursday,False,2,12,4,3,4,Standard,Regular,Warming
C0576,2021-04-30,Hatchback,Basic Wash,0.35396296519149195,0.047619047619047616,3.0,Highway,Debit Card,0.38461538461538464,0.2831145681413061,0.34116948649450873,3.83,0.8962962962962964,2021,4,Friday,False,0,7,0,2,2,Standard,Regular,At-Risk
C0396,2022-10-09,Suv,Premium Wash,0.4496938836908452,0.1619047619047619,3.0,Highway,Debit Card,0.3076923076923077,0.17698104035002427,0.25526862570495695,3.6,0.414320987654321,2022,10,Sunday,True,8,12,3,2,2,Standard,Regular,Warming
C0928,2022-07-22,Hatchback,Basic Wash,0.35128538764704115,0.0380952380952381,3.0,Highway,Membership,0.6153846153846154,0.23059471722573321,0.18242802018403087,3.56,0.7190123456790124,2022,7,Friday,False,0,7,0,2,3,Standard,Regular,At-Risk
C0705,2022-02-18,Truck,Interior Detailing,0.6110705797406661,0.6952380952380953,3.0,Suburban,Membership,0.5384615384615385,0.40209042294603786,0.3631344612644702,3.62,0.22271604938271605,2022,2,Friday,False,11,10,0,4,3,Standard,Regular,Active
C0402,2022-02-18,Luxury,Full Service,0.6395612082192605,0.8285714285714286,5.0,Mall,Cash,0.07692307692307693,0.12634094960298167,0.46280795488275456,5.0,0.7930864197530865,2022,2,Friday,False,2,9,0,3,0,Standard,New,At-Risk
C0564,2022-02-18,Unknown,Unknown,0.449588585697524,0.38510138544820627,4.0,Unknown,Unknown,0.38461538461538464,0.16875708961270458,0.20154348471356487,3.83,0.7180246913580247,2022,2,Friday,False,14,13,0,5,5,Standard,Regular,At-Risk
C0072,2021-11-13,Unknown,Interior Detailing,0.5564058786365415,0.5523809523809524,4.0,Downtown,Credit Card,0.3076923076923077,0.23689839572192511,0.34306915998812704,3.4,0.6775308641975308,2021,11,Saturday,True,14,10,2,1,1,Standard,Regular,At-Risk
C0115,2021-08-06,Unknown,Deluxe Wash,0.491722825596438,0.36190476190476195,4.0,Suburban,Mobile Pay,0.3076923076923077,0.39081186193485656,0.5685960225586227,4.2,0.2962962962962963,2021,8,Friday,False,14,8,0,4,4,Standard,Regular,Active
C0599,2022-01-22,Unknown,Basic Wash,0.37457128674147844,0.0,4.0,Mall,Credit Card,0.23076923076923078,0.09124939231891102,0.16372810923122588,3.5,0.6207407407407407,2022,1,Saturday,True,14,7,2,3,1,Standard,New,Warming
C0277,2022-09-13,Hatchback,Premium Wash,0.4264079845964079,0.20952380952380953,7.0,Airport,Mobile Pay,0.38461538461538464,0.21801976989142763,0.26168002374591864,3.5,0.4720987654320988,2022,9,Tuesday,False,0,12,5,0,4,Standard,Regular,Warming
C0084,2022-02-18,Hatchback,Deluxe Wash,1.0,0.4285714285714286,4.0,Suburban,Debit Card,0.3076923076923077,0.3939312915248744,0.5731671119026417,3.8,0.8079012345679013,2022,2,Friday,False,0,8,0,4,2,Premium,Regular,At-Risk
C0622,2021-07-04,Suv,Full Service,0.6324009446734258,0.780952380952381,4.0,Airport,Mobile Pay,0.23076923076923078,0.22734564900340298,0.41300089047195016,4.5,0.3837037037037037,2021,7,Sunday,True,8,9,3,0,4,Standard,New,Warming
C0715,2021-08-03,Van,Full Service,0.6585449321580072,0.9904761904761906,4.0,Highway,Debit Card,0.07692307692307693,0.13477556311780908,0.49373701395072717,4.0,0.8883950617283951,2021,8,Tuesday,False,15,9,5,2,2,Standard,New,At-Risk
C0173,2022-02-18,Sedan,Premium Wash,0.42213589458166617,0.1904761904761905,2.0,Highway,Cash,0.23076923076923078,0.3034273213417598,0.5523894330661917,3.0,0.6859259259259259,2022,2,Friday,False,6,12,0,2,0,Standard,New,At-Risk
C0146,2023-07-25,Truck,Premium Wash,0.41320060771984723,0.15238095238095237,4.0,Highway,Credit Card,0.3076923076923077,0.15614973262032084,0.2246957554170377,4.0,0.39555555555555555,2023,7,Tuesday,False,11,12,5,2,1,Standard,Regular,Warming
C0242,2021-09-28,Suv,Basic Wash,0.3536019435001053,0.06666666666666668,4.0,Mall,Credit Card,0.5384615384615385,0.5435018635553395,0.49266844761056694,3.88,0.3111111111111111,2021,9,Tuesday,False,8,7,5,3,1,Standard,Regular,Active
C0009,2023-08-25,Luxury,Basic Wash,0.3472238936189416,0.019047619047619035,5.0,Suburban,Membership,0.6153846153846154,0.672395073731972,0.5420599584446423,3.89,0.3718518518518519,2023,8,Friday,False,2,7,0,4,3,Standard,Regular,Warming
C0466,2022-02-24,Van,Premium Wash,0.19204473660459104,0.2761904761904762,4.0,Airport,Mobile Pay,0.38461538461538464,0.09330740560687083,0.10940932027307806,3.17,0.7407407407407408,2022,2,Thursday,False,15,12,4,0,4,Economy,Regular,At-Risk
C0966,2022-02-18,Truck,Full Service,0.662546255904209,0.9523809523809524,1.0,Highway,Debit Card,0.15384615384615385,0.16440609301571868,0.3992282576432176,3.0,0.8212345679012346,2022,2,Friday,False,11,9,0,2,2,Premium,New,At-Risk
C0383,2022-02-18,Sedan,Premium Wash,0.44066834140617955,0.18095238095238095,4.0,Mall,Credit Card,0.4615384615384616,0.1387376438178577,0.14033837934105076,3.86,0.4641975308641975,2022,2,Friday,False,6,12,0,3,1,Standard,Regular,Warming
C0409,2022-01-26,Truck,Premium Wash,0.42445245043473034,0.17142857142857146,3.0,Airport,Mobile Pay,0.38461538461538464,0.2586209690487765,0.3112496289700208,3.5,0.574320987654321,2022,1,Wednesday,False,11,12,6,0,4,Standard,Regular,Warming
C0302,2022-02-18,Unknown,Interior Detailing,0.5459362495863294,0.4476190476190476,4.0,Suburban,Debit Card,0.23076923076923078,0.30947172257332684,0.563431285247848,4.0,0.8212345679012346,2022,2,Friday,False,14,10,0,4,2,Standard,New,At-Risk
C0104,2021-04-28,Unknown,Deluxe Wash,0.46945982129426284,0.39047619047619053,4.0,Airport,Cash,0.23076923076923078,0.1556878949927078,0.2817453250222618,2.75,0.9002469135802469,2021,4,Wednesday,False,14,8,6,0,0,Standard,New,At-Risk
C0637,2021-03-18,Luxury,Full Service,0.449588585697524,0.38510138544820627,1.0,Mall,Membership,0.15384615384615385,0.19099011505428617,0.4641733452062927,3.33,0.9476543209876543,2021,3,Thursday,False,2,9,4,3,3,Standard,New,At-Risk
C0387,2023-05-07,Truck,Interior Detailing,0.5646792923974849,0.49523809523809526,1.0,Highway,Credit Card,0.6923076923076923,0.5879111975368659,0.42528940338379345,2.9,0.32493827160493827,2023,5,Sunday,True,11,10,3,2,1,Standard,Regular,Active
C0846,2024-05-24,Truck,Basic Wash,0.35185700532506997,0.0,3.0,Highway,Cash,0.15384615384615385,0.1357154432020742,0.3291777975660434,3.33,0.3837037037037037,2024,5,Friday,False,11,7,0,2,0,Standard,New,Warming
C0506,2021-06-03,Hatchback,Full Service,0.7485596738770721,0.7904761904761906,4.0,Suburban,Debit Card,0.23076923076923078,0.4217954950575271,0.7691896705253783,3.75,0.8765432098765432,2021,6,Thursday,False,0,9,4,4,2,Premium,New,At-Risk
C0286,2023-05-18,Sedan,Premium Wash,0.4179540599897711,0.2571428571428571,2.0,Mall,Debit Card,0.07692307692307693,0.07014260249554366,0.2569902048085485,3.0,0.548641975308642,2023,5,Thursday,False,6,12,4,3,2,Standard,New,Warming
C0803,2022-02-18,Suv,Premium Wash,0.449588585697524,0.38510138544820627,4.0,Highway,Cash,0.4615384615384616,0.3550478042456652,0.36675571386168004,3.57,0.3451851851851852,2022,2,Friday,False,8,12,0,2,0,Standard,Regular,Warming
C0949,2024-06-11,Hatchback,Deluxe Wash,0.4943101477180421,0.3142857142857143,3.0,Airport,Mobile Pay,0.38461538461538464,0.2887700534759358,0.34805580290887506,3.5,0.2874074074074074,2024,6,Tuesday,False,0,8,5,0,4,Standard,Regular,Active
C0241,2021-07-27,Suv,Interior Detailing,0.6124845813652637,0.4476190476190476,99.0,Airport,Mobile Pay,0.15384615384615385,0.26609139523578024,0.6476105669338081,36.0,0.5274074074074074,2021,7,Tuesday,False,8,10,5,0,4,Standard,New,Warming
C0003,2022-02-18,Hatchback,Basic Wash,0.3731271999759319,0.009523809523809518,1.0,Mall,Debit Card,0.38461538461538464,0.23192351320693566,0.27865835559513213,3.83,0.6661728395061729,2022,2,Friday,False,0,7,0,3,2,Standard,Regular,At-Risk
C0842,2022-02-18,Suv,Full Service,0.6450667890129066,0.8952380952380953,3.0,Highway,Membership,0.4615384615384616,0.29105493437044233,0.2997922232116355,3.57,0.40395061728395065,2022,2,Friday,False,8,9,0,2,3,Standard,Regular,Warming
C0622,2021-09-05,Hatchback!,#Deluxe Wash,0.5076679502993472,0.37142857142857144,4.0,Airport,Debit Card,0.23076923076923078,0.22734564900340298,0.41300089047195016,4.5,0.3837037037037037,2021,9,Sunday,True,1,3,3,0,2,Standard,New,Warming
C0868,2022-01-30,Luxury,Premium Wash,0.4092594542555432,0.17142857142857146,5.0,Highway,Cash,0.6923076923076923,0.6592691622103387,0.47758978925497175,4.0,0.6834567901234568,2022,1,Sunday,True,2,12,3,2,0,Standard,Regular,At-Risk
C0736,2022-02-18,Luxury,Full Service,0.6467515569060441,0.9047619047619048,1.0,Suburban,Credit Card,0.4615384615384616,0.5385593906984282,0.5588008311071534,3.29,0.33827160493827163,2022,2,Friday,False,2,9,0,4,1,Standard,Regular,Warming
C0833,2024-06-05,Luxury,Interior Detailing,0.6574016968019496,0.7047619047619048,5.0,Downtown,Credit Card,0.5384615384615385,0.33735213093501865,0.3038290293855744,4.0,0.40740740740740744,2024,6,Wednesday,False,2,10,6,1,1,Standard,Regular,Warming
C0426,2021-07-20,Sedan,Premium Wash,0.4165099732242246,0.19999999999999998,4.0,Suburban,Cash,0.5384615384615385,0.6090422946037919,0.5526862570495695,4.0,0.5545679012345679,2021,7,Tuesday,False,6,12,5,4,0,Standard,Regular,Warming
C0003,2021-12-02,Truck,Premium Wash,0.4443988988838413,0.2571428571428571,5.0,Highway,Membership,0.38461538461538464,0.23192351320693566,0.27865835559513213,3.83,0.6661728395061729,2021,12,Thursday,False,11,12,4,2,3,Standard,Regular,At-Risk
C0737,2021-12-31,Luxury,Basic Wash,0.3577536929510515,0.06666666666666668,5.0,Highway,Mobile Pay,0.38461538461538464,0.25519364770701664,0.3070940932027308,4.0,0.32938271604938274,2021,12,Friday,False,2,7,0,2,4,Standard,Regular,Active
C0272,2021-10-28,Van,Premium Wash,0.4176532085802822,0.2761904761904762,0.0,Highway,Cash,0.23076923076923078,0.15084265111003076,0.27289997031760166,1.75,0.8212345679012346,2021,10,Thursday,False,15,12,4,2,0,Standard,New,At-Risk
C0017,2022-02-18,Van,Deluxe Wash,0.49572414934263975,0.37142857142857144,5.0,Suburban,Mobile Pay,0.5384615384615385,0.5050153945875872,0.4574057583852775,3.75,0.3545679012345679,2022,2,Friday,False,15,8,0,4,4,Standard,Regular,Warming
C0082,2022-02-18,Suv,Basic Wash,0.3532710069496676,0.057142857142857134,3.0,Suburban,Credit Card,0.3076923076923077,0.2666018473505104,0.3865835559513209,4.8,0.7466666666666667,2022,2,Friday,False,8,7,0,4,1,Standard,Regular,At-Risk
C0709,2022-02-18,Suv,Premium Wash,0.972946401726556,0.21904761904761907,5.0,Suburban,Mobile Pay,0.6923076923076923,0.5424161400097229,0.3919857524487979,3.8,0.4523456790123457,2022,2,Friday,False,8,12,0,4,4,Premium,Regular,Warming
C0126,2022-03-08,Suv,Basic Wash,0.34827687355215264,0.0761904761904762,5.0,Mall,Membership,0.38461538461538464,0.08810565548533462,0.10305728702879194,3.33,0.19703703703703704,2022,3,Tuesday,False,8,7,5,3,3,Standard,Regular,Active
C0165,2024-12-08,Luxury,Interior Detailing,0.6321903486867837,0.5428571428571428,5.0,Airport,Mobile Pay,0.38461538461538464,0.47596013612056387,0.5766696349065005,4.33,0.2859259259259259,2024,12,Sunday,True,2,10,3,0,4,Standard,Regular,Active
C0496,2022-02-18,Luxury,Premium Wash,0.4263478143145101,0.15238095238095237,1.0,Suburban,Membership,0.38461538461538464,0.1582563603953978,0.18872068863164143,3.17,0.36691358024691356,2022,2,Friday,False,2,12,0,4,3,Standard,Regular,Warming
C0426,2022-01-16,Suv,Full Service,0.6795443605403292,0.8571428571428571,4.0,Mall,Debit Card,0.5384615384615385,0.6090422946037919,0.5526862570495695,4.0,0.5545679012345679,2022,1,Sunday,True,8,9,3,3,2,Premium,Regular,Warming
C0654,2022-01-26,Hatchback,Full Service,0.7303882487439455,1.0000000000000002,5.0,Mall,Mobile Pay,0.3076923076923077,0.46947820450494243,0.6838824577025823,3.6,0.3412345679012346,2022,1,Wednesday,False,0,9,6,3,4,Premium,Regular,Warming
C0999,2021-12-31,Truck,Premium Wash,0.4068526429796324,0.1619047619047619,5.0,Mall,Membership,0.5384615384615385,0.34880084265111,0.3143365983971505,16.12,0.46617283950617283,2021,12,Friday,False,11,12,0,3,3,Standard,Regular,Warming
C0787,2021-05-27,Van,Basic Wash,0.36957715334396346,0.0761904761904762,5.0,Highway,Cash,0.23076923076923078,0.06803597472046669,0.12122291481151679,4.5,0.8212345679012346,2021,5,Thursday,False,15,7,4,2,0,Standard,New,At-Risk
C0414,2022-03-25,Hatchback,Interior Detailing,0.6302348145251061,0.7142857142857143,4.0,Downtown,Mobile Pay,0.38461538461538464,0.5538567493112948,0.6717720391807658,3.67,0.5935802469135802,2022,3,Friday,False,0,10,0,1,4,Standard,Regular,Warming
C0110,2021-11-04,Suv,Premium Wash,0.414042991666416,0.17142857142857146,6.0,Mall,Credit Card,0.07692307692307693,0.061626964835520985,0.225764321757198,5.0,0.8311111111111111,2021,11,Thursday,False,8,12,4,3,1,Standard,New,At-Risk
C0418,2022-01-20,Luxury,Premium Wash,0.4083569000270767,0.19999999999999998,5.0,Airport,Credit Card,0.5384615384615385,0.28104845243882676,0.25230038587117837,3.75,0.5511111111111111,2022,1,Thursday,False,2,12,4,0,1,Standard,Regular,Warming
C0295,2023-11-09,Hatchback,Basic Wash,0.5411764480009968,0.0380952380952381,4.0,Mall,Membership,0.5384615384615385,0.38814616755793224,0.3503710299792223,3.75,0.36444444444444446,2023,11,Thursday,False,0,7,4,3,3,Standard,Regular,Warming
C0042,2021-08-26,Hatchback,Basic Wash,0.37436069075483625,0.009523809523809518,0.0,Highway,Debit Card,0.5384615384615385,0.4678658240155566,0.42338972989017515,2.25,0.6844444444444444,2021,8,Thursday,False,0,7,4,2,2,Standard,Regular,At-Risk
C0805,2021-05-21,Hatchback!,#Basic Wash,0.36112322873732666,0.09523809523809523,2.0,Highway,Credit Card,0.23076923076923078,0.06200777831793874,0.1101810626298605,2.75,0.8039506172839507,2021,5,Friday,False,1,2,0,2,1,Standard,New,At-Risk
C0259,2021-08-27,Sedan,Deluxe Wash,0.4974089172357773,0.37142857142857144,2.0,Downtown,Mobile Pay,0.4615384615384616,0.3422459893048128,0.3533392698130009,3.29,0.39308641975308645,2021,8,Friday,False,6,8,0,1,4,Standard,Regular,Warming
C0466,2022-05-18,Unknown,Basic Wash,0.35155615391558115,0.057142857142857134,4.0,Mall,Debit Card,0.38461538461538464,0.09330740560687083,0.10940932027307806,3.17,0.7407407407407408,2022,5,Wednesday,False,14,7,6,3,2,Standard,Regular,At-Risk
C0018,2024-09-22,Luxury,Basic Wash,0.3736085622311141,0.0761904761904762,3.0,Highway,Membership,0.0,0.01785772160103711,0.13766696349065005,3.0,0.35358024691358025,2024,9,Sunday,True,2,7,3,2,3,Standard,,Warming
C0981,2023-05-10,Unknown,Deluxe Wash,0.5145574475766419,0.33333333333333337,4.0,Airport,Membership,0.38461538461538464,0.34590017825311936,0.41786880379934704,3.83,0.388641975308642,2023,5,Wednesday,False,14,8,6,0,3,Standard,Regular,Warming
C0021,2022-02-10,Van,Full Service,0.6735875026324498,0.9333333333333335,5.0,Highway,Debit Card,0.6153846153846154,0.49329120077783173,0.39626001780943904,3.78,0.4138271604938272,2022,2,Thursday,False,15,9,4,2,2,Premium,Regular,Warming
C0366,2024-06-22,Hatchback,Premium Wash,0.42694951713348783,0.20952380952380953,4.0,Mall,Cash,0.4615384615384616,0.27016690973910223,0.2778866132383497,3.86,0.3106172839506173,2024,6,Saturday,True,0,12,2,3,0,Standard,Regular,Active
C0888,2021-07-22,Suv,Interior Detailing,0.6070692559944644,0.48571428571428577,3.0,Downtown,Debit Card,0.6153846153846154,0.6241451952681899,0.5028198278420896,4.0,0.3466666666666667,2021,7,Thursday,False,8,10,4,1,2,Standard,Regular,Warming
C0288,2021-12-27,Truck,Basic Wash,0.36392114684557303,0.08571428571428572,4.0,Downtown,Credit Card,0.38461538461538464,0.1816156214551936,0.21721579103591573,4.33,0.588641975308642,2021,12,Monday,False,11,7,1,1,1,Standard,Regular,Warming
C0674,2022-01-14,Truck,Full Service,0.734720509040585,0.780952380952381,5.0,Suburban,Mobile Pay,0.6153846153846154,0.3693080538000324,0.29533986346096763,4.11,0.40444444444444444,2022,1,Friday,False,11,9,0,4,4,Premium,Regular,Warming
C0169,2021-05-06,Truck,Basic Wash,0.3702390264448389,0.019047619047619035,3.0,Highway,Credit Card,0.3076923076923077,0.18679306433317128,0.26963490650044525,3.8,0.717037037037037,2021,5,Thursday,False,11,7,4,2,1,Standard,Regular,At-Risk
C0138,2021-08-22,Hatchback,Premium Wash,0.44539170853515453,0.18095238095238095,4.0,Airport,Credit Card,0.38461538461538464,0.5445227677847999,0.6603739982190561,4.5,0.39308641975308645,2021,8,Sunday,True,0,12,3,0,1,Standard,Regular,Warming
C0546,2021-05-07,Suv,Basic Wash,0.35188709046601885,0.028571428571428553,4.0,Suburban,Mobile Pay,0.23076923076923078,0.33134013936152973,0.6035025230038586,4.5,0.7906172839506173,2021,5,Friday,False,8,7,0,4,4,Standard,New,At-Risk
C0609,2022-07-01,Luxury,Premium Wash,0.43323731159180484,0.21904761904761907,4.0,Highway,Cash,0.5384615384615385,0.26319073083778965,0.2359157019887207,15.62,0.30419753086419754,2022,7,Friday,False,2,12,0,2,0,Standard,Regular,Active
C0477,2022-08-25,Sedan,Premium Wash,0.4372687204789555,0.2857142857142857,4.0,Downtown,Credit Card,0.5384615384615385,0.6643250688705234,0.603324428613832,2.88,0.36987654320987656,2022,8,Thursday,False,6,12,4,1,1,Standard,Regular,Warming
C0819,2021-07-09,Van,Interior Detailing,0.5499977436144289,0.580952380952381,4.0,Mall,Debit Card,0.6153846153846154,0.8121374169502511,0.6558622736717126,3.78,0.32938271604938274,2021,7,Friday,False,15,10,0,3,2,Standard,Regular,Active
C0871,2022-10-14,Suv,Premium Wash,0.4338690995517315,0.1619047619047619,4.0,Highway,Credit Card,0.38461538461538464,0.5705801328795981,0.6921935292371623,3.83,0.4251851851851852,2022,10,Friday,False,8,12,0,2,1,Standard,Regular,Warming
C0784,2022-02-18,Unknown,Basic Wash,0.37147251722374325,0.019047619047619035,4.0,Mall,Membership,0.15384615384615385,0.08454059309674282,0.20421490056396555,3.67,0.8212345679012346,2022,2,Friday,False,14,7,0,3,3,Standard,New,At-Risk
C0916,2022-02-24,Van,Deluxe Wash,0.4871197990312585,0.37142857142857144,5.0,Mall,Cash,0.6153846153846154,0.3881218603143736,0.3106559810032651,3.78,0.21679012345679013,2022,2,Thursday,False,15,8,4,3,0,Standard,Regular,Active
C0295,2022-02-18,Suv,Deluxe Wash,0.4832388158488523,0.4,4.0,Downtown,Mobile Pay,0.5384615384615385,0.38814616755793224,0.3503710299792223,3.75,0.36444444444444446,2022,2,Friday,False,8,8,0,1,4,Standard,Regular,Warming
C0387,2023-05-31,Luxury,Interior Detailing,0.5591135413219411,0.5523809523809524,2.0,Suburban,Credit Card,0.6923076923076923,0.5879111975368659,0.42528940338379345,2.9,0.32493827160493827,2023,5,Wednesday,False,2,10,6,4,1,Standard,Regular,Active
C0842,2023-04-17,Sedan,Premium Wash,0.4074543457986101,0.20952380952380953,4.0,Airport,Mobile Pay,0.4615384615384616,0.29105493437044233,0.2997922232116355,3.57,0.40395061728395065,2023,4,Monday,False,6,12,1,0,4,Standard,Regular,Warming
C0798,2021-07-08,Suv,Premium Wash,0.4077852823490479,0.17142857142857146,5.0,Highway,Cash,0.23076923076923078,0.13321989953005994,0.24060552092609083,4.25,0.8162962962962963,2021,7,Thursday,False,8,12,4,2,0,Standard,New,At-Risk
C0660,2022-02-18,Truck,Premium Wash,0.42273759740064387,0.1619047619047619,4.0,Mall,Membership,0.3076923076923077,0.17155242262194131,0.2473137429504304,5.6,0.26024691358024693,2022,2,Friday,False,11,12,0,3,3,Standard,Regular,Active
C0535,2021-12-09,Hatchback!,#Deluxe Wash,0.46708309515930085,0.3238095238095239,4.0,Airport,Mobile Pay,0.07692307692307693,0.08321179711554041,0.3048382309290591,3.5,0.8212345679012346,2021,12,Thursday,False,1,3,4,0,4,Standard,New,At-Risk
C0258,2021-08-25,Hatchback,Basic Wash,0.449588585697524,0.38510138544820627,5.0,Mall,Cash,0.23076923076923078,0.18948306595365416,0.34366280795488274,4.25,0.4577777777777778,2021,8,Wednesday,False,0,7,6,3,0,Standard,New,Warming
C0378,2021-10-10,Truck,Full Service,1.0,0.8380952380952381,5.0,Downtown,Mobile Pay,0.15384615384615385,0.26681251012801815,0.6493321460373997,4.33,0.8419753086419753,2021,10,Sunday,True,11,9,3,1,4,Premium,New,At-Risk
C0570,2021-07-10,Truck,Deluxe Wash,0.5243652035259786,0.2952380952380953,4.0,Downtown,Debit Card,0.4615384615384616,0.5231810079403663,0.5427129712080735,3.57,0.6271604938271605,2021,7,Saturday,True,11,8,2,1,2,Standard,Regular,Warming
C0939,2025-01-18,Luxury,Premium Wash,0.41990959415144863,0.20952380952380953,5.0,Mall,Cash,0.38461538461538464,0.1130529897909577,0.13351142772336005,4.17,0.06666666666666667,2025,1,Saturday,True,2,12,2,3,0,Standard,Regular,Active
C0739,2022-02-18,Van,Full Service,0.6374853334937876,0.8571428571428571,3.0,Highway,Debit Card,0.38461538461538464,0.5464349376114083,0.6626892252894033,4.0,0.46567901234567904,2022,2,Friday,False,15,9,0,2,2,Standard,Regular,Warming
C0980,2021-05-11,Hatchback,Full Service,0.6155833508829989,0.942857142857143,4.0,Downtown,Cash,0.5384615384615385,0.42758061902446926,0.38646482635796975,3.62,0.8212345679012346,2021,5,Tuesday,False,0,9,5,1,0,Standard,Regular,At-Risk
C0831,2022-02-20,Hatchback,Basic Wash,0.3634698697313397,0.057142857142857134,3.0,Highway,Mobile Pay,0.15384615384615385,0.042805055906660186,0.10228554467200948,2.67,0.78320987654321,2022,2,Sunday,True,0,7,3,2,4,Standard,New,At-Risk
C0743,2022-02-18,Hatchback,Premium Wash,0.4414204699299017,0.22857142857142856,4.0,Highway,Mobile Pay,0.38461538461538464,0.2860233349538162,0.344731374295043,4.17,0.3960493827160494,2022,2,Friday,False,0,12,0,2,4,Standard,Regular,Warming
C0489,2023-01-27,Hatchback,Deluxe Wash,0.5148883841270797,0.3238095238095239,2.0,Suburban,Debit Card,0.23076923076923078,0.21489223788689024,0.3902048085485307,3.5,0.5466666666666666,2023,1,Friday,False,0,8,0,4,2,Standard,New,Warming
C0038,2024-12-16,Luxury,Premium Wash,0.4481294563615031,0.14285714285714288,5.0,Airport,Mobile Pay,0.3076923076923077,0.34597309998379516,0.5028791926387651,4.6,0.24493827160493828,2024,12,Monday,False,2,12,1,0,4,Standard,Regular,Active
C0099,2021-08-12,Sedan,Premium Wash,0.4482798820662475,0.19999999999999998,4.0,Mall,Membership,0.6153846153846154,0.508936963215038,0.40902344909468685,4.22,0.3995061728395062,2021,8,Thursday,False,6,12,4,3,3,Standard,Regular,Warming
C0702,2024-12-07,Suv,Premium Wash,0.44030731971479287,0.15238095238095237,5.0,Airport,Credit Card,0.5384615384615385,0.7285042942796953,0.6620955773226477,3.62,0.3160493827160494,2024,12,Saturday,True,8,12,2,0,1,Standard,Regular,Active
C0497,2022-11-24,Van,Premium Wash,0.42935632840939864,0.15238095238095237,2.0,Downtown,Mobile Pay,0.38461538461538464,0.21159455517744286,0.2538438705847432,3.67,0.32938271604938274,2022,11,Thursday,False,15,12,4,1,4,Standard,Regular,Active
C0351,2021-07-12,Hatchback,Premium Wash,0.42255708655495056,0.24761904761904766,4.0,Downtown,Membership,0.3076923076923077,0.14280505590666018,0.20516473731077473,3.6,0.8567901234567902,2021,7,Monday,False,0,12,1,1,3,Standard,Regular,At-Risk
C0067,2023-08-09,Sedan,Premium Wash,0.4261372183278679,0.2571428571428571,5.0,Airport,Membership,0.23076923076923078,0.4584508183438664,0.8363312555654496,4.5,0.5274074074074074,2023,8,Wednesday,False,6,12,6,0,3,Standard,New,Warming
C0891,2023-08-31,Suv,Full Service,0.449588585697524,0.38510138544820627,4.0,Suburban,Credit Card,0.23076923076923078,0.3194944093339815,0.5818343722172751,4.0,0.5451851851851852,2023,8,Thursday,False,8,9,4,4,1,Standard,New,Warming
C0513,2023-02-03,Unknown,Premium Wash,0.4105832004572942,0.20952380952380953,4.0,Mall,Debit Card,0.7692307692307694,0.47984929508993673,0.3140397744137726,3.73,0.482962962962963,2023,2,Friday,False,14,12,0,3,2,Standard,VIP,Warming
C0574,2022-04-23,Sedan,Premium Wash,0.449588585697524,0.38510138544820627,5.0,Mall,Mobile Pay,0.4615384615384616,0.32328633932912004,0.33351142772336007,4.57,0.23555555555555557,2022,4,Saturday,True,6,12,2,3,4,Standard,Regular,Active
C0742,2021-12-14,Van,Full Service,0.699039531875207,0.9142857142857143,5.0,Downtown,Debit Card,0.23076923076923078,0.4092772646248582,0.7462748590086078,4.0,0.7249382716049383,2021,12,Tuesday,False,15,9,5,1,2,Premium,New,At-Risk
C0121,2024-06-08,Luxury,Premium Wash,0.44105944823851506,0.18095238095238095,4.0,Airport,Mobile Pay,0.9230769230769231,0.48804893858369786,0.2692787177203918,3.92,0.2814814814814815,2024,6,Saturday,True,2,12,2,0,4,Standard,VIP,Active
C0075,2023-03-20,Luxury,Basic Wash,0.34845738439784596,0.028571428571428553,5.0,Mall,Debit Card,0.4615384615384616,0.31190244692918484,0.3215791035915702,4.14,0.4355555555555556,2023,3,Monday,False,2,7,1,3,2,Standard,Regular,Warming
C0409,2022-03-12,Truck,Premium Wash,0.4179540599897711,0.1904761904761905,4.0,Airport,Cash,0.38461538461538464,0.2586209690487765,0.3112496289700208,3.5,0.574320987654321,2022,3,Saturday,True,11,12,2,0,0,Standard,Regular,Warming
C0057,2022-02-18,Unknown,Full Service,0.6316187310087549,0.8952380952380953,4.0,Downtown,Debit Card,0.15384615384615385,0.22451790633608812,0.5460373998219056,3.33,0.8187654320987654,2022,2,Friday,False,14,9,0,1,2,Standard,New,At-Risk
C0664,2021-09-07,Unknown,Basic Wash,0.3713220915189988,0.019047619047619035,4.0,Highway,Membership,0.38461538461538464,0.422224923027062,0.5110121697833184,4.0,0.31753086419753085,2021,9,Tuesday,False,14,7,5,2,3,Standard,Regular,Active
